track_name,artists,album_name,duration_minutes,valence,energy,tempo,popularity,My_Rating,Vibe_Category
Vitamin C,CAN,Ege Bamyasi (Remastered),3.533333333333333,0.853,0.653,117.13,53,,Party Anthem
Fly Like An Eagle,Steve Miller Band,Fly Like An Eagle,4.71155,0.642,0.754,100.08,67,,Party Anthem
Don't Leave Me Now,Pink Floyd,The Wall,4.2655666666666665,0.0393,0.11,123.534,53,,Sad/Moody
Pretty Peggy,Wolfmother,Victorious,3.816666666666667,0.668,0.818,171.964,49,,Party Anthem
Sunny Afternoon - Mono Version,The Kinks,Classics (The Best of The Kinks),3.5765333333333333,0.43,0.59,123.081,26,,Chill/Casual
Do You Want To Know A Secret - Remastered 2009,The Beatles,Please Please Me (Remastered),1.9502166666666667,0.609,0.349,124.451,60,,Chill/Casual
We Can Work It Out - Remastered 2015,The Beatles,1 (Remastered),2.26155,0.648,0.677,106.071,61,,Party Anthem
California Dreamin',The Beach Boys,Made In California,3.4068833333333335,0.608,0.706,116.475,55,,Party Anthem
Heroin,The Velvet Underground;Nico,The Velvet Underground & Nico 45th Anniversary,7.226216666666667,0.235,0.777,145.733,57,,Chill/Casual
Summer '68,Pink Floyd,Atom Heart Mother,5.482666666666667,0.324,0.429,165.179,48,,Chill/Casual
Strangers (Remastered),The Kinks,The Anthology 1964 - 1971,3.29755,0.532,0.369,128.108,29,,Chill/Casual
Abracadabra,Steve Miller Band,Abracadabra,5.13955,0.963,0.535,127.488,67,,Chill/Casual
This Mess We're In,PJ Harvey;Thom Yorke,"Stories From The City, Stories From The Sea",3.9306666666666668,0.406,0.572,126.302,59,,Chill/Casual
One of My Turns,Pink Floyd,The Wall,3.6133333333333333,0.156,0.218,175.868,55,,Sad/Moody
Let There Be More Light,Pink Floyd,A Saucerful of Secrets,5.612116666666667,0.303,0.615,77.238,46,,Chill/Casual
Woman,Wolfmother,Wolfmother,2.9384333333333332,0.172,0.952,112.886,65,,Chill/Casual
Have You Ever Loved A Woman?,Derek & The Dominos,Layla And Other Assorted Love Songs (Remastered 2010),6.882666666666666,0.644,0.648,170.379,56,,Party Anthem
Black Bird,The Guess Who,Let's Go,2.4204333333333334,0.39,0.337,95.205,55,,Sad/Moody
Fantasía,Chicano Batman,Cycles of Existential Rhyme,2.328,0.412,0.419,110.628,33,,Chill/Casual
House of the Rising Sun,The Animals,Most of the Animals,4.498433333333334,0.299,0.484,117.363,64,,Chill/Casual
You Never Give Me Your Money - Remastered 2009,The Beatles,Abbey Road (Remastered),4.04955,0.223,0.416,174.464,58,,Chill/Casual
Kara Sevda,Cem Karaca,Haykırış,4.310433333333333,0.84,0.756,93.913,32,,Party Anthem
Highway Star,Deep Purple,Deepest Purple: The Very Best of Deep Purple,6.132433333333333,0.377,0.874,172.804,50,,Chill/Casual
Taxman - Remastered 2009,The Beatles,Revolver (Remastered),2.64755,0.783,0.596,133.586,58,,Chill/Casual
Bir Of Çeksem,Cem Karaca,"Cem Karaca'nın Apaşlar, Kardaşlar, Moğollar, Ferdy Kleine'a Teşekkürleriyle",3.447766666666667,0.754,0.652,117.783,31,,Party Anthem
Kazak Abdal,Cem Karaca,"Cem Karaca Anısına, Vol. 3",1.8204333333333333,0.874,0.881,119.484,31,,Party Anthem
Train Song,Vashti Bunyan,Some Things Just Stick In Your Mind,2.256,0.55,0.382,102.575,50,,Chill/Casual
Pigs (Three Different Ones) - 2018 Remix,Pink Floyd,Animals (2018 Remix),11.444,0.368,0.407,132.588,52,,Chill/Casual
I'm Looking Through You - Remastered 2009,The Beatles,Rubber Soul (Remastered),2.439766666666667,0.774,0.498,85.843,58,,Chill/Casual
Only A Fool Would Say That,Steely Dan,Can't Buy A Thrill,2.9377666666666666,0.965,0.531,130.05,63,,Chill/Casual
Sen Duymadın,Cem Karaca,Nerde Kalmıştık,3.072,0.602,0.751,104.034,31,,Party Anthem
Yolumuz Gurbete Düştü,Cem Karaca,Bindik Bir Alamete,5.9607,0.636,0.902,113.984,31,,Party Anthem
Turn! Turn! Turn! (To Everything There Is a Season),The Byrds,Turn! Turn! Turn!,3.8226666666666667,0.755,0.818,124.532,64,,Party Anthem
Wander Alone,Tiger Army,III: Ghost Tigers Rise,3.7344333333333335,0.632,0.969,108.851,31,,Party Anthem
Child in Time - 1995 Remaster,Deep Purple,Deep Purple in Rock (Anniversary Edition),10.224,0.356,0.497,127.707,57,,Chill/Casual
Strange Brew,Cream,Disraeli Gears (Deluxe Edition),2.771333333333333,0.642,0.563,106.431,60,,Chill/Casual
Ay Karanlık,Cem Karaca,Cem Karaca Koleksiyon,3.086,0.695,0.745,99.761,31,,Party Anthem
Nazar Eyle,Barış Manço,"Mançoloji, Vol. 1",3.2269833333333335,0.936,0.507,129.907,31,,Chill/Casual
Julia - Remastered 2009,The Beatles,The Beatles (Remastered),2.9444333333333335,0.193,0.0953,134.706,54,,Sad/Moody
Note to Self,Mild High Club,Timeline,2.3333333333333335,0.677,0.379,98.171,56,,Chill/Casual
Season of the Witch,Donovan,Sunshine Superman,4.898883333333333,0.694,0.513,99.735,65,,Chill/Casual
Balloon,Crumb,Ice Melt,3.0957666666666666,0.347,0.649,123.201,59,,Chill/Casual
Sweep Me off My Feet,Pond,The Weather,3.4848833333333333,0.202,0.806,100.157,45,,Chill/Casual
Blue Sunday,The Doors,Morrison Hotel,2.2158166666666665,0.147,0.331,150.315,56,,Sad/Moody
Holding Out For You,Pond,Man It Feels Like Space Again,4.723233333333333,0.407,0.86,128.213,52,,Chill/Casual
Agoraphobia,Deerhunter,Microcastle,3.3773333333333335,0.394,0.942,120.059,48,,Chill/Casual
Seyyah,Replikas,Köledoyuran,3.9166666666666665,0.344,0.744,100.721,31,,Chill/Casual
This Will Be Our Year [Mono],The Zombies,Odessey & Oracle_ 30th Anniversary Edition,2.1526666666666667,0.522,0.516,145.544,45,,Chill/Casual
A Great Day for Freedom,Pink Floyd,The Division Bell,4.2831,0.265,0.348,84.376,49,,Sad/Moody
Five to One - 2018 Remaster,The Doors,Waiting for the Sun (50th Anniversary Deluxe Edition),4.418433333333334,0.686,0.389,88.104,33,,Chill/Casual
İhtiyar Oldum,Cem Karaca;Moğollar,2.2.1973 Ankara,4.28795,0.53,0.305,108.901,30,,Chill/Casual
I've Got A Feeling - Remastered 2009,The Beatles,Let It Be (Remastered),3.626,0.364,0.609,165.156,57,,Chill/Casual
Barbara Ann,The Beach Boys,Spirit Of America,2.23155,0.926,0.669,78.073,63,,Party Anthem
"Hello, I Love You - 2018 Remaster",The Doors,Waiting for the Sun (50th Anniversary Deluxe Edition),2.26955,0.961,0.524,118.187,34,,Chill/Casual
Nobody Home,Pink Floyd,The Wall,3.3893333333333335,0.0569,0.148,206.542,54,,Sad/Moody
Bu Son Olsun,Cem Karaca,Anadolu Rock Efsaneleri,2.8,0.712,0.73,94.799,30,,Party Anthem
Tomorrow Never Knows - Remastered 2009,The Beatles,Revolver (Remastered),2.9924333333333335,0.0534,0.829,125.887,57,,Chill/Casual
Lullabye,Emitt Rhodes,The Emitt Rhodes Recordings (1969-1973),1.0962166666666666,0.695,0.0584,97.57,49,,Chill/Casual
Seher Vakti,Barış Manço,Dağlar Dağlar / Barış Manço Klasikleri,2.6036333333333332,0.766,0.608,96.583,30,,Party Anthem
Red House,Jimi Hendrix,Are You Experienced,3.8393333333333333,0.483,0.479,53.905,58,,Chill/Casual
Embryonic Journey,Jefferson Airplane,Surrealistic Pillow,1.8682166666666666,0.487,0.354,107.642,58,,Chill/Casual
He Ain't Heavy He's My Brother - 1998 Remaster,The Hollies,Confessions of the Mind (Expanded Edition),4.3711,0.216,0.421,75.928,61,,Chill/Casual
Gimme Some Lovin' - Single Mix,The Spencer Davis Group,Gimme Some Lovin' / Blues In F,2.9806666666666666,0.43,0.564,147.619,64,,Chill/Casual
Dear Angie - Remastered 2010,Badfinger,Magic Christian Music (Remastered 2010 / Deluxe Edition),2.681766666666667,0.506,0.417,81.976,58,,Chill/Casual
Have Love Will Travel,The Sonics,Here Are the Sonics,2.6733333333333333,0.934,0.948,130.195,56,,Party Anthem
Telli Telli,Selda Bağcan,Anadolu Konserleri I-II,2.783333333333333,0.706,0.379,99.643,32,,Chill/Casual
Senden Kalan,Flört,Bize Özel,4.223716666666666,0.593,0.714,130.01,31,,Chill/Casual
İstanbul,Flört,Cemiyette Pişiyoruz,4.892,0.326,0.541,95.972,31,,Chill/Casual
Bell Bottom Blues,Derek & The Dominos,Layla And Other Assorted Love Songs (Remastered 2010),5.028666666666667,0.646,0.695,133.136,59,,Party Anthem
In the Flesh,Pink Floyd,The Wall,4.2591,0.105,0.454,150.916,54,,Chill/Casual
Happiness Is A Warm Gun - Remastered 2009,The Beatles,The Beatles (Remastered),2.7424333333333335,0.44,0.54,139.288,58,,Chill/Casual
O Leyli,Cem Karaca,"Ölümsüzler, Vol. 3",2.5686666666666667,0.44,0.221,82.168,31,,Chill/Casual
Please Please Me - Remastered 2009,The Beatles,Please Please Me (Remastered),2.0142166666666665,0.706,0.48,139.388,58,,Chill/Casual
Wild Thing,The Troggs,From Nowhere,2.5888833333333334,0.761,0.658,203.871,65,,Party Anthem
Du e för fin för mig,Dungen,Ta det lugnt,8.470216666666667,0.252,0.779,169.963,29,,Chill/Casual
Lady In Black,Uriah Heep,Celebration,5.51,0.574,0.698,87.467,58,,Chill/Casual
Beyaz Ev,Erkut Taçkın,En İyileriyle Erkut Taçkın,3.852883333333333,0.467,0.651,99.577,30,,Chill/Casual
Almost Cut My Hair,"Crosby, Stills, Nash & Young",Deja Vu,4.4862166666666665,0.575,0.471,136.829,59,,Chill/Casual
Yine Yol Göründü,Barış Manço,Sarı Çizmeli Mehmet Ağa,3.2939666666666665,0.657,0.384,89.75,30,,Chill/Casual
Crossroads - Live,Cream,Wheels Of Fire,4.307766666666667,0.839,0.756,131.648,57,,Party Anthem
Song to the Siren - Take 7,Tim Buckley,Works In Progress,3.473333333333333,0.0681,0.0513,68.39,52,,Sad/Moody
Jackson,The Hillbilly Moon Explosion;Mark Philips,With Monsters and Gods,3.098883333333333,0.811,0.863,141.999,29,,Party Anthem
Any Major Dude Will Tell You,Steely Dan,Pretzel Logic,3.1211,0.549,0.416,80.204,62,,Chill/Casual
Chemical Heart,Grinspoon,Best In Show,4.6591,0.378,0.661,153.973,30,,Chill/Casual
Repeat,Grinspoon,Guide To Better Living,3.302216666666667,0.619,0.568,152.164,30,,Chill/Casual
"Promised Land - Live in Veneta, Oregon 8/27/72",Grateful Dead,"Veneta, OR 8/27/72: The Complete Sunshine Daydream Concert (Live)",3.396,0.956,0.809,161.272,31,,Party Anthem
"Goin' down the Road Feeling Bad - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972",Grateful Dead,Hundred Year Hall (Live),7.5404333333333335,0.631,0.526,170.021,31,,Chill/Casual
Hand Me Down World,The Guess Who,The Best Of The Guess Who,3.3611,0.859,0.456,101.015,31,,Chill/Casual
Anna (Go To Him) - Remastered 2009,The Beatles,Please Please Me (Remastered),2.9522166666666667,0.835,0.565,109.286,57,,Chill/Casual
Draggin' the Line,Tommy James & The Shondells,Anthology,2.7644333333333333,0.667,0.519,114.533,52,,Chill/Casual
From Me To You - Mono / Remastered,The Beatles,1 (Remastered),1.936,0.968,0.821,136.145,58,,Party Anthem
Oh! Darling - 2019 Mix,The Beatles,Abbey Road (Super Deluxe Edition),3.4524333333333335,0.514,0.669,173.67,52,,Chill/Casual
Here Comes The Sun - 2019 Mix,The Beatles,Abbey Road (Super Deluxe Edition),3.0951,0.292,0.557,129.101,53,,Chill/Casual
California Silks and Satins - 2007 Remaster,Man,"Rhinos, Winos & Lunatics (Expanded Edition)",4.681766666666666,0.113,0.224,107.083,18,,Sad/Moody
Windowpane,Mild High Club,Timeline,3.955,0.303,0.722,88.998,54,,Chill/Casual
Swim and Sleep (Like a Shark),Unknown Mortal Orchestra,II,2.7537666666666665,0.76,0.806,123.51,59,,Party Anthem
Vagabond,Wolfmother,Wolfmother,3.902433333333333,0.326,0.749,100.799,41,,Chill/Casual
Three Friends - 2011 Remaster,Gentle Giant,Three Friends (2011 Remaster),3.038,0.259,0.586,133.071,49,,Chill/Casual
I'm So Tired - Remastered 2009,The Beatles,The Beatles (Remastered),2.0582166666666666,0.717,0.483,68.492,55,,Chill/Casual
Kağızman,Barış Manço,Dağlar Dağlar / Barış Manço Klasikleri,2.9589166666666666,0.903,0.763,115.111,29,,Party Anthem
"Shine On You Crazy Diamond (Pts. 1-5, 7) - Live",Pink Floyd,Pulse (Live),13.612216666666667,0.103,0.401,143.397,51,,Chill/Casual
Two Of Us - Remastered 2009,The Beatles,Let It Be (Remastered),3.61355,0.931,0.702,109.114,58,,Party Anthem
Felek Çakmağını Üstüme Çaktı,Selda Bağcan,Yürüyorum Dikenlerin Üstünde,4.008533333333333,0.567,0.28,132.991,30,,Chill/Casual
I'd Die Babe - Remastered 2010,Badfinger,Straight Up (Remastered 2010 / Deluxe Edition),2.57355,0.874,0.669,126.802,56,,Party Anthem
Child in Time,Deep Purple,Deepest Purple: The Very Best of Deep Purple,10.3211,0.365,0.34,126.672,55,,Sad/Moody
All You Need Is Love,The Beatles,Yellow Submarine Songtrack,3.7777666666666665,0.7,0.483,102.967,53,,Chill/Casual
One Rainy Wish,Jimi Hendrix,Axis: Bold As Love,3.6971,0.332,0.756,165.963,56,,Chill/Casual
Alabama Song (Whisky Bar),The Doors,The Doors,3.29,0.901,0.645,170.676,57,,Party Anthem
Vera,Pink Floyd,The Wall,1.5559333333333334,0.0869,0.162,34.821,52,,Sad/Moody
Terrapin,Syd Barrett,The Madcap Laughs,5.04555,0.21,0.119,83.015,45,,Sad/Moody
Suicidal Dream,Silverchair,Frogstomp (Deluxe Edition) [Remastered],3.21305,0.388,0.708,97.532,57,,Chill/Casual
On The Road Again,Canned Heat,The Best Of Canned Heat,3.4388833333333335,0.205,0.156,129.524,51,,Sad/Moody
Honey Dew,Jimmy Carter and Dallas County Green,Summer Brings the Sunshine,4.79355,0.262,0.338,137.495,30,,Sad/Moody
Paperback Writer - Remastered 2015,The Beatles,1 (Remastered),2.3033333333333332,0.841,0.856,78.696,59,,Party Anthem
The End - Remastered 2009,The Beatles,Abbey Road (Remastered),2.3602166666666666,0.222,0.487,123.444,56,,Chill/Casual
Got To Get You Into My Life - Remastered 2009,The Beatles,Revolver (Remastered),2.4873333333333334,0.711,0.524,136.679,59,,Chill/Casual
Winter Time,Steve Miller Band,Book Of Dreams,3.2037666666666667,0.251,0.389,103.659,51,,Sad/Moody
Locomotive Breath,Jethro Tull,Aqualung (Special Edition),4.43355,0.352,0.53,124.551,60,,Chill/Casual
She Came In Through The Bathroom Window - Remastered 2009,The Beatles,Abbey Road (Remastered),1.9771,0.69,0.72,80.652,57,,Party Anthem
Sometimes I Feel Like Screaming,Deep Purple,Original Album Classics,7.48555,0.188,0.704,89.658,42,,Chill/Casual
If You Want Me to Stay,Sly & The Family Stone,Fresh,3.0082166666666668,0.762,0.48,101.993,67,,Chill/Casual
Ingin Kau Datang,Navicula,Love Bomb,4.5412333333333335,0.426,0.874,134.936,31,,Chill/Casual
Can You Get To That,Funkadelic,Maggot Brain,2.8309333333333333,0.852,0.897,140.803,63,,Party Anthem
Eski Dostum,Flört,Demli,3.106,0.929,0.839,140.925,30,,Party Anthem
Geçti Dost Kervanı,Barış Manço,Estağfurullah Ne Haddimize!,4.29665,0.416,0.247,94.426,30,,Chill/Casual
And Your Bird Can Sing - Remastered 2009,The Beatles,Revolver (Remastered),2.0082166666666668,0.966,0.65,132.59,57,,Party Anthem
"Terrapin Station - Live at Hartford, CT, May 28, 1977",Grateful Dead,"To Terrapin: May 28, 1977 Hartford, CT (Live)",11.104666666666667,0.496,0.456,135.056,30,,Chill/Casual
Rikki Don't Lose That Number,Steely Dan,Pretzel Logic,4.5182166666666665,0.642,0.462,116.049,64,,Chill/Casual
Hold On Me,Grinspoon,"Thrills, Kills and Sunday Pills",2.754,0.696,0.868,143.058,30,,Party Anthem
Black Night - 1995 Remaster,Deep Purple,Deep Purple in Rock (Anniversary Edition),3.49,0.826,0.886,134.719,56,,Party Anthem
Uncle Remus,Frank Zappa,Apostrophe('),2.8266666666666667,0.742,0.66,78.591,58,,Party Anthem
Lost Cause,Cosmic Psychos,Glorius Barsteds,3.55,0.385,0.859,172.116,31,,Chill/Casual
You Won't See Me - Remastered 2009,The Beatles,Rubber Soul (Remastered),3.332666666666667,0.473,0.539,115.941,55,,Chill/Casual
Aşk Çiçeği,Asu Maralman,Asu Maralman (Türk Pop Tarihi),2.3511,0.544,0.512,98.564,30,,Chill/Casual
Don't Put Me On,Flamin' Groovies,Groovies Greatest Grooves,4.205766666666666,0.58,0.593,128.47,31,,Chill/Casual
Friend of the Devil,Grateful Dead,American Beauty,3.3644333333333334,0.893,0.628,103.317,63,,Party Anthem
Ben Sarhoş Oldum,Kamuran Akkor,Sev Yeter,3.5124,0.416,0.659,103.308,31,,Chill/Casual
Ateş Bacayı Sarmış,Rana Alagöz;Selçuk Alagöz,Biz Sizin Şarkılarınızla Büyüdük,3.7911,0.91,0.526,150.601,30,,Chill/Casual
Film Credits,Club Kuru,Meet Your Maker,3.7,0.356,0.478,118.894,49,,Chill/Casual
Slip Away,Perfume Genius,No Shape,2.7554833333333333,0.572,0.509,136.592,53,,Chill/Casual
I Want To Hold Your Hand,The Beatles,Love,1.3732833333333334,0.882,0.753,130.637,46,,Party Anthem
God Only Knows,The Beach Boys,50 Big Ones: Greatest Hits,2.9297666666666666,0.334,0.469,115.876,50,,Chill/Casual
Multi-Love,Unknown Mortal Orchestra,Multi-Love,4.18,0.544,0.506,120.139,60,,Chill/Casual
Shirim,Melody's Echo Chamber,Bon Voyage,4.7771333333333335,0.506,0.707,101.133,46,,Chill/Casual
Shuggie,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,3.3617666666666666,0.71,0.645,127.468,57,,Party Anthem
4 + 20,"Crosby, Stills, Nash & Young",Deja Vu,2.1106666666666665,0.126,0.058,140.964,55,,Sad/Moody
Sun King - Remastered 2009,The Beatles,Abbey Road (Remastered),2.4377666666666666,0.192,0.177,74.994,56,,Sad/Moody
Mean Mr Mustard - Remastered 2009,The Beatles,Abbey Road (Remastered),1.1088833333333334,0.97,0.596,100.687,55,,Chill/Casual
Rock Bottom - 2007 Remaster,UFO,Phenomenon (2007 Remaster),6.488883333333333,0.519,0.863,158.936,53,,Chill/Casual
Voodoo Child (Slight Return),Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,5.2071,0.438,0.905,87.57,51,,Chill/Casual
The Joker,Steve Miller Band,Greatest Hits 1974-78,3.63,0.719,0.339,165.451,67,,Chill/Casual
Any Other Way,Tomberlin,At Weddings,3.376933333333333,0.371,0.253,176.404,51,,Sad/Moody
Love Me Do - Mono / Remastered,The Beatles,1 (Remastered),2.3362166666666666,0.758,0.88,148.058,56,,Party Anthem
When the Music's Over,The Doors,Strange Days,10.987766666666667,0.597,0.459,98.196,55,,Chill/Casual
Kızılcıklar Oldumu,Barış Manço,1962-1963,2.2521,0.814,0.395,144.646,29,,Chill/Casual
Day After Day - Remastered 2010,Badfinger,Straight Up (Remastered 2010 / Deluxe Edition),3.1842166666666665,0.377,0.686,101.806,59,,Chill/Casual
Acércate,Ramona,Redes Sociales,2.5400833333333335,0.566,0.79,120.02,29,,Chill/Casual
I Won't Hurt You,The West Coast Pop Art Experimental Band,Part One,2.4073333333333333,0.774,0.0972,130.691,52,,Chill/Casual
Pepper,Butthole Surfers,Electriclarryland,4.954433333333333,0.671,0.804,79.898,64,,Party Anthem
I Should Have Known Better - Remastered 2009,The Beatles,A Hard Day's Night (Remastered),2.718,0.91,0.444,130.704,58,,Chill/Casual
Blue Morning Angel,Barış Manço,Baris Mancho,3.06555,0.504,0.614,123.589,29,,Chill/Casual
Alone Again Or - 2015 Remaster,Love,Forever Changes (2015 Remaster),3.2879,0.226,0.303,174.254,57,,Sad/Moody
Tamirci Çırağı - Live,Cem Karaca,Konser Kayıtları,5.786016666666667,0.406,0.475,103.894,29,,Chill/Casual
Sheep - 2018 Remix,Pink Floyd,Animals (2018 Remix),10.2911,0.0397,0.655,136.582,50,,Chill/Casual
İstanbul Sokakları,Kramp,İstanbul Sokakları,5.9951,0.176,0.809,152.996,30,,Chill/Casual
Baby It's You - Remastered 2009,The Beatles,Please Please Me (Remastered),2.675333333333333,0.879,0.494,112.421,55,,Chill/Casual
Two Suns in the Sunset,Pink Floyd,The Final Cut,5.2574,0.339,0.224,135.269,47,,Sad/Moody
Yola Devam,Flört,Hücum Kayıtlar,6.236283333333334,0.356,0.502,92.013,29,,Chill/Casual
The Fool On The Hill - Remastered 2009,The Beatles,Magical Mystery Tour (Remastered),2.9851,0.49,0.26,144.184,57,,Chill/Casual
Champion,Grinspoon,Guide To Better Living (Deluxe Edition),2.687666666666667,0.719,0.909,90.884,29,,Party Anthem
Just Like Christmas,Low,The O.C. Mix 3 Have A Very Merry Chrismukkah,3.1168833333333335,0.484,0.83,184.185,30,,Chill/Casual
Mr. Soul,Buffalo Springfield,Buffalo Springfield Again,2.8733333333333335,0.961,0.706,133.789,60,,Party Anthem
Parka,Cem Karaca;Dervişan,Parka,5.9311,0.468,0.44,89.657,29,,Chill/Casual
Kim Ayırdı Sevenleri,Modern Folk Üçlüsü;Tanju Okan;Nilüfer,40 Yılın Öyküsü,3.226,0.527,0.4,85.298,29,,Chill/Casual
Good Day Sunshine - Remastered 2009,The Beatles,Revolver (Remastered),2.1548833333333333,0.571,0.496,117.331,58,,Chill/Casual
I Feel Free,Cream,Fresh Cream,2.858433333333333,0.564,0.448,88.371,57,,Chill/Casual
Deacon Blues,Steely Dan,A Decade Of Steely Dan,7.576,0.599,0.545,115.848,29,,Chill/Casual
Roll Over Beethoven - Remastered 2009,The Beatles,With The Beatles (Remastered),2.7577666666666665,0.967,0.749,160.673,55,,Party Anthem
Vas Dis,Wishbone Ash,Pilgrimage,4.7122166666666665,0.493,0.564,105.699,30,,Chill/Casual
"Domates, Biber, Patlıcan",Barış Manço,Darısı Başınıza,5.94,0.963,0.681,168.229,29,,Party Anthem
You're Dead,Norma Tanega,Walkin' My Cat Named Dog,2.3844333333333334,0.754,0.539,112.259,59,,Chill/Casual
Sahilde,Barış Manço,Sahibinden İhtiyaçtan,3.35555,0.558,0.404,87.451,28,,Chill/Casual
Big Little Baby,The Reverend Horton Heat,The Full Custom Gospel Sounds Of . . .,2.5273333333333334,0.36,0.975,116.764,28,,Chill/Casual
Lost Control,Grinspoon,Best In Show,3.5022166666666665,0.636,0.924,166.727,28,,Party Anthem
World Shut Your Mouth,Julian Cope,The Collection,3.602883333333333,0.773,0.754,126.206,31,,Party Anthem
Little Deuce Coupe,The Beach Boys,Greatest Hits,1.6746666666666667,0.978,0.564,133.866,29,,Chill/Casual
Ball And Chain (Honky Tonk),Mike Ness,Under The Influences,5.8177666666666665,0.524,0.713,108.873,29,,Chill/Casual
Because I’m Me,The Avalanches,Wildflower,4.213333333333333,0.512,0.805,94.922,57,,Chill/Casual
Gesi Bağları,Selda Bağcan;Otnicka,Gesi Bağları,3.8729666666666667,0.211,0.598,107.998,32,,Chill/Casual
Red Right Hand,PJ Harvey,Peaky Blinders (Original Music From The TV Series),2.844883333333333,0.0373,0.0708,169.672,35,,Sad/Moody
Strawberry Fields Forever,The Beatles,Love,4.532883333333333,0.207,0.558,102.508,48,,Chill/Casual
Otherside,Perfume Genius,No Shape,2.6694833333333334,0.206,0.137,142.848,52,,Sad/Moody
You Keep Me Hangin' On,Vanilla Fudge,The Complete Atco Singles,2.9266666666666667,0.158,0.86,86.337,51,,Chill/Casual
Julia Dream,Pink Floyd,Relics,2.6222166666666666,0.408,0.28,115.986,40,,Chill/Casual
Crystal Blue Persuasion,Tommy James & The Shondells,Crimson & Clover,4.038666666666667,0.578,0.341,98.554,55,,Chill/Casual
A Hard Day's Night - Remastered 2015,The Beatles,1 (Remastered),2.5486666666666666,0.756,0.818,138.561,57,,Party Anthem
Bones,Crumb,Crumb,3.233016666666667,0.413,0.603,91.121,56,,Chill/Casual
Wouldn't It Be Nice,The Beach Boys,Greatest Hits,2.564433333333333,0.672,0.657,124.895,59,,Party Anthem
Can't Buy Me Love - Remastered 2015,The Beatles,1 (Remastered),2.1868833333333333,0.955,0.76,171.838,56,,Party Anthem
Nights In White Satin,The Moody Blues,Nights In White Satin,4.416616666666667,0.218,0.344,156.888,56,,Sad/Moody
The Divine Chord,The Avalanches;MGMT;Johnny Marr,We Will Always Love You,3.1264333333333334,0.373,0.863,105.362,60,,Chill/Casual
Polythene Pam - Remastered 2009,The Beatles,Abbey Road (Remastered),1.2106666666666666,0.499,0.939,166.829,55,,Chill/Casual
Sunshine Superman,Donovan,Sunshine Superman,3.25,0.627,0.677,132.783,59,,Party Anthem
If,Pink Floyd,Atom Heart Mother,4.512883333333333,0.196,0.103,102.977,45,,Sad/Moody
I Me Mine - Remastered 2009,The Beatles,Let It Be (Remastered),2.426433333333333,0.525,0.638,185.235,54,,Chill/Casual
Cry Baby,Janis Joplin,Pearl (Legacy Edition),3.9766666666666666,0.504,0.418,83.308,63,,Chill/Casual
Always See Your Face,Love,Four Sail (Expanded Edition),3.48555,0.92,0.579,109.84,57,,Chill/Casual
Coming Back to Life - Live,Pink Floyd,Pulse (Live),6.956883333333334,0.142,0.45,76.922,46,,Chill/Casual
Love You To - Remastered 2009,The Beatles,Revolver (Remastered),2.9971,0.707,0.593,123.986,52,,Chill/Casual
Onun Adı Hasan,Flört,Onun Adı Hasan,4.032616666666667,0.44,0.79,98.065,28,,Chill/Casual
Colores,Ramona,Cérès,4.5356,0.652,0.831,155.245,29,,Party Anthem
Starless,King Crimson,Red (Expanded & Remastered Original Album Mix),12.409466666666667,0.125,0.481,114.915,49,,Chill/Casual
See Emily Play,Pink Floyd,Relics,2.8966666666666665,0.412,0.711,124.021,47,,Chill/Casual
I'm Happy Just To Dance With You - Remastered 2009,The Beatles,A Hard Day's Night (Remastered),1.93955,0.887,0.537,132.115,55,,Chill/Casual
Sana Değmez,3 Hürel,Efsane Yeniden,4.9062166666666664,0.543,0.364,160.043,28,,Chill/Casual
Leaf And Stream,Wishbone Ash,Argus (Expanded Edition),4.104433333333334,0.433,0.405,82.7,50,,Chill/Casual
All I Wanna Do - Remastered 2009,The Beach Boys,Happy Retro Soul Music,2.6077666666666666,0.294,0.416,103.045,29,,Chill/Casual
Tranquilízame,Ramona,Cérès,3.9427166666666666,0.605,0.659,154.087,29,,Party Anthem
El Frío,Chicano Batman,Cycles of Existential Rhyme,1.83555,0.423,0.635,87.81,29,,Chill/Casual
Lady Madonna - Remastered 2015,The Beatles,1 (Remastered),2.2804333333333333,0.574,0.777,109.608,58,,Chill/Casual
Yeryüzü Cenneti,Erkut Taçkın,En İyileriyle Erkut Taçkın,4.022433333333334,0.563,0.769,92.147,29,,Chill/Casual
The Pusher,Steppenwolf,Steppenwolf,5.8411,0.697,0.381,81.754,53,,Chill/Casual
Foxey Lady,Jimi Hendrix,Are You Experienced,3.312883333333333,0.566,0.847,98.096,61,,Chill/Casual
Don't Believe,Vashti Bunyan,Some Things Just Stick In Your Mind,1.6197666666666666,0.668,0.161,113.731,46,,Chill/Casual
Eyes of the World - Live October 1989 - April 1990,Grateful Dead,Without a Net (Live),16.2351,0.705,0.787,101.398,28,,Party Anthem
American Woman,The Guess Who,American Woman,5.124883333333333,0.37,0.726,92.697,64,,Chill/Casual
Ojitos Soñados - Live,"Ramona;Daniel, Me Estás Matando",Serenata Virtual (Live),2.7,0.537,0.407,77.461,29,,Chill/Casual
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",CSN 2012,9.336,0.176,0.338,150.649,29,,Sad/Moody
